,Unnamed: 0,cve,owner,repo,patch,reserve_idx_diff,publish_idx_diff,reserve_time,publish_time
4109,6079,CVE-2024-26280,apache,airflow,f2ea8a3e1753012bfe0d529c9c8be66cf55ca28f,45,-168,2024-02-15T15:12:52+00:00,2024-03-01T11:05:54+00:00
4110,6080,CVE-2024-26579,apache,inlong,23e3e00cae1fd120b089fca54f7440945dfe11a4,2,-206,2024-02-19T09:14:11+00:00,2024-05-08T15:06:23+00:00
4111,6081,CVE-2024-26579,apache,inlong,cdf616670942fec7d09fae2452e2ea215205dd1d,-3,-211,2024-02-19T09:14:11+00:00,2024-05-08T15:06:23+00:00
4112,6082,CVE-2024-26580,apache,inlong,1b63af3e1f208602f60b5ce19af7413443c3027c,-8,-44,2024-02-19T09:32:54+00:00,2024-03-06T12:07:28+00:00
4113,6083,CVE-2024-27081,esphome,esphome,d814ed1d4adc71fde47c4df41215bee449884513,38,-18,2024-02-19T14:43:05+00:00,2024-02-26T16:29:21+00:00
4114,6084,CVE-2024-27083,dpgaspar,Flask-AppBuilder,3d17741886e4b3c384d0570de69689e4117aa812,-95,-98,2024-02-19T14:43:05+00:00,2024-02-28T15:34:02+00:00
4117,6087,CVE-2024-27093,stacklok,minder,53868a878e93f29c43437f96dbc990b548e48d1d,45,-1,2024-02-19T14:43:05+00:00,2024-02-26T21:57:25+00:00
4118,6090,CVE-2024-27102,pterodactyl,wings,d1c0ca526007113a0f74f56eba99511b4e989287,3,-3,2024-02-19T14:43:05+00:00,2024-03-13T20:28:07+00:00
4119,6094,CVE-2024-27287,esphome,esphome,37d2b3c7977a4ccbec59726ca7549cb776661455,50,-3,2024-02-22T18:08:38+00:00,2024-03-06T18:19:48+00:00
4120,6095,CVE-2024-27290,jhpyle,docassemble,4801ac7ff7c90df00ac09523077930cdb6dea2aa,3,-3,2024-02-22T18:08:38+00:00,2024-02-29T21:44:18+00:00
4121,6096,CVE-2024-27291,jhpyle,docassemble,4801ac7ff7c90df00ac09523077930cdb6dea2aa,3,-3,2024-02-22T18:08:38+00:00,2024-02-29T21:49:26+00:00
4122,6097,CVE-2024-27292,jhpyle,docassemble,97f77dc486a26a22ba804765bfd7058aabd600c9,2,-4,2024-02-22T18:08:38+00:00,2024-02-29T21:56:39+00:00
4123,6100,CVE-2024-27298,parse-community,parse-server,cbefe770a7260b54748a058b8a7389937dc35833,11,-3,2024-02-22T18:08:38+00:00,2024-03-01T17:48:52+00:00
4126,6104,CVE-2024-27305,aio-libs,aiosmtpd,24b6c79c8921cf1800e27ca144f4f37023982bbb,4,-15,2024-02-22T18:08:38+00:00,2024-03-12T20:29:54+00:00
4127,6105,CVE-2024-27306,aio-libs,aiohttp,28335525d1eac015a7e7584137678cbb6ff19397,98,-25,2024-02-22T18:08:38+00:00,2024-04-18T14:23:25+00:00
4128,6106,CVE-2024-27307,jsonata-js,jsonata,335d38f6278e96c908b24183f1c9c90afc8ae00c,1,-3,2024-02-22T18:08:38+00:00,2024-03-06T19:24:16+00:00
4129,6107,CVE-2024-27307,jsonata-js,jsonata,c907b5e517bb718015fcbd993d742ba6202f2be2,0,-4,2024-02-22T18:08:38+00:00,2024-03-06T19:24:16+00:00
4130,6109,CVE-2024-27318,onnx,onnx,66b7fb630903fdcf3e83b6b6d56d82e904264a20,-2,-2,2024-02-23T16:59:23+00:00,2024-02-23T17:37:36+00:00
4131,6110,CVE-2024-27319,onnx,onnx,08a399ba75a805b7813ab8936b91d0e274b08287,-10,-10,2024-02-23T16:59:23+00:00,2024-02-23T17:39:52+00:00
4132,6111,CVE-2024-27348,apache,incubator-hugegraph,713d88d1fd9953c3c3e3f130389501910ba40e1d,14,-22,2024-02-24T10:43:56+00:00,2024-04-22T14:08:06+00:00
4133,6112,CVE-2024-27349,apache,incubator-hugegraph,713d88d1fd9953c3c3e3f130389501910ba40e1d,14,-22,2024-02-24T10:44:45+00:00,2024-04-22T14:08:56+00:00
4139,6122,CVE-2024-27906,apache,airflow,2adbe882e68df0e2b1084bc869616bb01e416aa7,-264,-296,2024-02-27T12:16:34+00:00,2024-02-29T11:02:19+00:00
4140,6123,CVE-2024-27906,apache,airflow,d944eb0de216d9e1d125fae5ce4af7440154deb4,-109,-141,2024-02-27T12:16:34+00:00,2024-02-29T11:02:19+00:00
4141,6124,CVE-2024-27916,stacklok,minder,45750b4e9fb2de33365758366e06c19e999bd2eb,22,-30,2024-02-28T15:14:14+00:00,2024-03-06T20:21:22+00:00
4143,6126,CVE-2024-27920,projectdiscovery,nuclei,e86f38299765b82ad724fdb701557e0eaff3884d,6,-82,2024-02-28T15:14:14+00:00,2024-03-15T19:25:00+00:00
4146,6132,CVE-2024-28102,latchset,jwcrypto,90477a3b6e73da69740e00b8161f53fea19b831f,3,-1,2024-03-04T14:19:14+00:00,2024-03-06T21:09:58+00:00
4153,6139,CVE-2024-28152,jenkinsci,bitbucket-branch-source-plugin,28d74e8b4226bfc7524b412e34f7090784cc1a08,-7,-7,2024-03-05T19:29:05+00:00,2024-03-06T17:01:56+00:00
4159,6145,CVE-2024-28168,apache,xmlgraphics-fop,d96ba9a11710d02716b6f4f6107ebfa9ccec7134,-3,-38,2024-03-06T07:55:11+00:00,2024-10-09T12:04:03+00:00
4160,6146,CVE-2024-28175,argoproj,argo-cd,479b5544b57dc9ef767d49f7003f39602c480b71,47,-3,2024-03-06T17:35:00+00:00,2024-03-13T20:48:05+00:00
4165,6152,CVE-2024-28213,naver,ngrinder,85efa4a075354e077a700262ef78e2e9119881bf,-4,-4,2024-03-07T02:38:58+00:00,2024-03-07T04:49:47+00:00
4166,6153,CVE-2024-28219,python-pillow,Pillow,2a93aba5cfcf6e241ab4f9392c13e3b74032c061,-83,-358,2024-03-07T00:00:00+00:00,2024-04-03T00:00:00+00:00
4168,6155,CVE-2024-28236,go-vela,worker,e1572743b008e4fbce31ebb1dcd23bf6a1a30297,0,-2,2024-03-07T14:33:30+00:00,2024-03-12T20:41:09+00:00
4169,6156,CVE-2024-28237,OctoPrint,OctoPrint,779894c1bc6478332d14bc9ed1006df1354eb517,5,-8,2024-03-07T14:33:30+00:00,2024-03-18T21:17:08+00:00
4176,6164,CVE-2024-28746,apache,airflow,89e7f3e7bdf2126bbbcd959dc10d65ef92773cca,-55,-121,2024-03-08T08:28:25+00:00,2024-03-14T08:41:03+00:00
4178,6166,CVE-2024-28855,zitadel,zitadel,07ec2efa9dc62f7a6c3a58c112b2879d24bc3e3c,-4,-27,2024-03-11T22:45:07+00:00,2024-03-18T21:46:47+00:00
4179,6167,CVE-2024-28863,isaacs,node-tar,fe8cd57da5686f8695415414bda49206a545f7f7,0,-1,2024-03-11T22:45:07+00:00,2024-03-21T22:10:23+00:00
4180,6168,CVE-2024-28865,django-wiki,django-wiki,8e280fd6c0bd27ce847c67b2d216c6cbf920f88c,1,-5,2024-03-11T22:45:07+00:00,2024-03-18T21:53:59+00:00
4182,6170,CVE-2024-29019,esphome,esphome,c56c40cb824e34ed2b89ba1cb8a3a5eb31459c74,43,-28,2024-03-14T16:59:47+00:00,2024-03-21T15:54:42+00:00
4183,6171,CVE-2024-29025,netty,netty,0d0c6ed782d13d423586ad0c71737b2c7d02058c,11,-16,2024-03-14T16:59:47+00:00,2024-03-25T20:09:35+00:00
4184,6173,CVE-2024-29027,parse-community,parse-server,9f6e3429d3b326cf4e2994733c618d08032fac6e,7,-5,2024-03-14T16:59:47+00:00,2024-03-19T18:57:24+00:00
4188,6178,CVE-2024-29033,jupyterhub,oauthenticator,5246b09675501b09fb6ed64022099b7644812f60,4,-3,2024-03-14T16:59:47+00:00,2024-03-20T20:36:13+00:00
4195,6187,CVE-2024-29131,apache,commons-configuration,56b5c4dcdffbde27870df5a3105d6a5f9b22f554,-5,-42,2024-03-16T11:33:44+00:00,2024-03-21T09:07:13+00:00
4196,6188,CVE-2024-29133,apache,commons-configuration,43f4dab021e9acb8db390db2ae80aa0cee4f9ee4,0,-31,2024-03-17T13:18:24+00:00,2024-03-21T09:05:47+00:00
4202,6199,CVE-2024-29203,tinymce,tinymce,bcdea2ad14e3c2cea40743fb48c63bba067ae6d1,-179,-184,2024-03-18T17:07:00+00:00,2024-03-26T13:23:53+00:00
4206,6204,CVE-2024-29650,thi-ng,umbrella,c78b484882ad5214a46ef83ddb8020571c171353,-339,-381,2024-03-19T00:00:00+00:00,2024-03-25T00:00:00+00:00
4207,6205,CVE-2024-29735,apache,airflow,aae4a83cdfb3be4afeefd88a7bfa3c4d8d184958,-563,-728,2024-03-19T11:07:02+00:00,2024-03-26T16:52:40+00:00
4209,6208,CVE-2024-29881,tinymce,tinymce,bcdea2ad14e3c2cea40743fb48c63bba067ae6d1,-181,-184,2024-03-21T15:12:08+00:00,2024-03-26T13:31:15+00:00
4214,6215,CVE-2024-29902,sigstore,cosign,629f5f8fa672973503edde75f84dcd984637629e,26,-1,2024-03-21T15:12:09+00:00,2024-04-10T22:28:19+00:00
4215,6216,CVE-2024-29903,sigstore,cosign,629f5f8fa672973503edde75f84dcd984637629e,26,-1,2024-03-21T15:12:09+00:00,2024-04-10T22:30:50+00:00
4220,6223,CVE-2024-30251,aio-libs,aiohttp,7eecdff163ccf029fbb1ddc9de4169d4aaeb6597,81,-53,2024-03-26T12:52:00+00:00,2024-05-02T13:55:06+00:00
4221,6224,CVE-2024-30251,aio-libs,aiohttp,cebe526b9c34dc3a3da9140409db63014bc4cf19,51,-83,2024-03-26T12:52:00+00:00,2024-05-02T13:55:06+00:00
4222,6225,CVE-2024-30251,aio-libs,aiohttp,f21c6f2ca512a026ce7f0f6c6311f62d6a638866,84,-50,2024-03-26T12:52:00+00:00,2024-05-02T13:55:06+00:00
4227,6232,CVE-2024-30850,tiagorlampert,CHAOS,1b451cf62582295b7225caf5a7b506f0bad56f6b,-61,-61,2024-03-27T00:00:00+00:00,2024-04-12T00:00:00+00:00
4228,6233,CVE-2024-30850,tiagorlampert,CHAOS,24c9e109b5be34df7b2bce8368eae669c481ed5e,-60,-60,2024-03-27T00:00:00+00:00,2024-04-12T00:00:00+00:00
4233,6238,CVE-2024-31207,vitejs,vite,ba5269cca81de3f5fbb0f49d58a1c55688043258,-18,-29,2024-03-29T14:16:31+00:00,2024-04-04T15:51:54+00:00
4234,6239,CVE-2024-31208,element-hq,synapse,55b0aa847a61774b6a3acdc4b177a20dc019f01a,47,-3,2024-03-29T14:16:31+00:00,2024-04-23T17:26:39+00:00
4236,6243,CVE-2024-31223,ethyca,fides,cd510216b281de5443ec1c126add95cc5be0970a,225,-9,2024-03-29T14:16:31+00:00,2024-07-03T17:34:48+00:00
4237,6245,CVE-2024-31452,openfga,openfga,b6a6d99b2bdbf8c3781503989576076289f48ed2,10,0,2024-04-03T17:55:32+00:00,2024-04-16T21:40:58+00:00
4240,6248,CVE-2024-31455,stacklok,minder,11b6573ad62cfdd783a8bb52f3fce461466037f4,9,-42,2024-04-03T17:55:32+00:00,2024-04-09T16:52:03+00:00
4241,6249,CVE-2024-31455,stacklok,minder,5c381cfbf3e4b7ce040ed8511a1fae1a78a0014b,-30,-81,2024-04-03T17:55:32+00:00,2024-04-09T16:52:03+00:00
4245,6256,CVE-2024-31636,lief-project,LIEF,307e113f8e00b034f0a5f1baa33e54d636c52ea3,-1,-14,2024-04-05T00:00:00+00:00,2024-05-03T00:00:00+00:00
4246,6265,CVE-2024-31869,apache,airflow,042c2acaed7c01933d37c2f8434640ce140a4b27,0,-173,2024-04-06T19:52:15+00:00,2024-04-18T07:19:05+00:00
4253,6284,CVE-2024-32077,apache,airflow,87acf61f574daf47ce9e03a986e352a2c727f4ce,-6,-408,2024-04-10T16:19:52+00:00,2024-05-14T10:43:20+00:00
4254,6285,CVE-2024-32114,apache,activemq,43cc596219b6a8c8b5a54fbda3fb68cb4424f2d0,-4,-29,2024-04-11T08:12:15+00:00,2024-05-02T08:29:18+00:00
4264,6296,CVE-2024-32656,ant-media,Ant-Media-Server,9cb38500729e0ff302da0290b9cfe1ec4dd6c764,-57,-65,2024-04-16T14:15:26+00:00,2024-04-22T22:16:52+00:00
4267,6299,CVE-2024-32869,honojs,hono,92e65fbb6e5e7372650e7690dbd84938432d9e65,4,-2,2024-04-19T14:07:11+00:00,2024-04-23T20:20:44+00:00
4268,6300,CVE-2024-32874,blakeblackshear,frigate,cc851555e4029647986dccc8b8ecf54afee31442,20,-52,2024-04-19T14:07:11+00:00,2024-05-09T14:20:04+00:00
4269,6301,CVE-2024-32875,gohugoio,hugo,15a4b9b33715887001f6eff30721d41c0d4cfdd1,7,-4,2024-04-19T14:07:11+00:00,2024-04-23T20:23:42+00:00
4277,6312,CVE-2024-32977,OctoPrint,OctoPrint,5afbec8d23508edc25b0f1bdef1620580136add4,19,-4,2024-04-22T15:14:59+00:00,2024-05-14T13:49:20+00:00
4279,6314,CVE-2024-33434,tiagorlampert,CHAOS,1b451cf62582295b7225caf5a7b506f0bad56f6b,-61,-61,2024-04-23T00:00:00+00:00,2024-05-07T00:00:00+00:00
4280,6315,CVE-2024-33434,tiagorlampert,CHAOS,24c9e109b5be34df7b2bce8368eae669c481ed5e,-60,-60,2024-04-23T00:00:00+00:00,2024-05-07T00:00:00+00:00
4281,6316,CVE-2024-33434,tiagorlampert,CHAOS,b47438d36e3ad746de8c009e644f6e5396703f25,-59,-59,2024-04-23T00:00:00+00:00,2024-05-07T00:00:00+00:00
4284,6320,CVE-2024-34064,pallets,jinja,0668239dc6b44ef38e7a6c9f91f312fd4ca581cb,9,-4,2024-04-30T06:56:33+00:00,2024-05-06T14:41:39+00:00
4285,6322,CVE-2024-34066,pterodactyl,wings,5415f8ae07f533623bd8169836dd7e0b933964de,-3,-4,2024-04-30T06:56:33+00:00,2024-05-03T17:42:12+00:00
4286,6323,CVE-2024-34068,pterodactyl,wings,c152e36101aba45d8868a9a0eeb890995e8934b8,-5,-6,2024-04-30T06:56:33+00:00,2024-05-03T17:34:16+00:00
4293,6330,CVE-2024-34083,aio-libs,aiosmtpd,b3a4a2c6ecfd228856a20d637dc383541fcdbfda,5,-2,2024-04-30T06:56:33+00:00,2024-05-18T18:12:19+00:00
4294,6331,CVE-2024-34084,stacklok,minder,3e5a527d2f1b535159206161d1d519602c75bd0d,37,-11,2024-04-30T06:56:33+00:00,2024-05-07T14:12:19+00:00
4300,6338,CVE-2024-34350,vercel,next.js,44eba020c615f0d9efe431f84ada67b81576f3f5,-3555,-3659,2024-05-02T06:36:32+00:00,2024-05-09T16:07:44+00:00
4301,6339,CVE-2024-34351,vercel,next.js,8f7a6ca7d21a97bc9f7a1bbe10427b5ad74b9085,-1044,-1148,2024-05-02T06:36:32+00:00,2024-05-09T16:14:16+00:00
4306,6348,CVE-2024-34712,OceanicJS,Oceanic,8bf8ee8373b8c565fbdbf70a609aba4fbc1a1ffe,7,-1,2024-05-07T13:53:00+00:00,2024-05-14T14:32:06+00:00
4310,6355,CVE-2024-35178,jupyter-server,jupyter_server,79fbf801c5908f4d1d9bc90004b74cfaaeeed2df,2,-4,2024-05-10T14:24:24+00:00,2024-06-06T15:37:10+00:00
4313,6362,CVE-2024-35185,stacklok,minder,065049336aac0621ee00a0bb2211f8051d47c14b,24,-12,2024-05-10T14:24:24+00:00,2024-05-16T15:15:13+00:00
4315,6364,CVE-2024-35194,stacklok,minder,fe321d345b4f738de6a06b13207addc72b59f892,52,-1,2024-05-10T14:24:24+00:00,2024-05-20T20:44:10+00:00
4321,6373,CVE-2024-35238,stacklok,minder,fe321d345b4f738de6a06b13207addc72b59f892,34,-45,2024-05-14T15:39:41+00:00,2024-05-27T17:12:20+00:00
4324,6379,CVE-2024-36105,dbt-labs,dbt-core,0c08d7a19ad1740be3cb0b2e6d9d64f6537176f7,5,-4,2024-05-20T21:07:48+00:00,2024-05-27T17:17:39+00:00
4325,6380,CVE-2024-36106,argoproj,argo-cd,c2647055c261a550e5da075793260f6524e65ad9,88,-1,2024-05-20T21:07:48+00:00,2024-06-06T15:09:36+00:00
4337,6397,CVE-2024-36268,apache,inlong,85fc8b02e69badc5103fadb77559a921c788537a,-2,-223,2024-05-23T07:42:29+00:00,2024-08-02T09:44:26+00:00
4343,6403,CVE-2024-37152,argoproj,argo-cd,256d90178b11b04bc8174d08d7b663a2a7b1771b,20,-2,2024-06-03T17:29:38+00:00,2024-06-06T15:33:29+00:00
4347,6407,CVE-2024-37169,jasonraimondi,url-to-png,9336020c5e603323f5cf4a2ac3bb9a7735cf61f7,1,-15,2024-06-03T17:29:38+00:00,2024-06-10T21:35:38+00:00
4350,6410,CVE-2024-37300,jupyterhub,oauthenticator,d1aea05fa89f2beae15ab0fa0b0d071030f79654,3,-7,2024-06-05T20:10:46+00:00,2024-06-12T15:20:20+00:00
4351,6411,CVE-2024-37301,adfinis,document-merge-service,a1edd39d33d1bdf75c31ea01c317547be90ca074,2,0,2024-06-05T20:10:46+00:00,2024-06-11T18:34:38+00:00
4353,6413,CVE-2024-37820,pingcap,tidb,3d68bd21240c610c6307713e2bd54a5e71c32608,-37,-136,2024-06-10T00:00:00+00:00,2024-06-25T00:00:00+00:00
4354,6414,CVE-2024-37890,websockets,ws,e55e5106f10fcbaac37cfa89759e4cc0d073a52c,1,-3,2024-06-10T19:54:41+00:00,2024-06-17T19:09:02+00:00
4355,6420,CVE-2024-37904,stacklok,minder,35bab8f9a6025eea9e6e3cef6bd80707ac03d2a9,14,-45,2024-06-10T19:54:41+00:00,2024-06-18T17:07:02+00:00
4359,6428,CVE-2024-38356,tinymce,tinymce,a9fb858509f86dacfa8b01cfd34653b408983ac0,1,-5,2024-06-14T14:16:16+00:00,2024-06-19T20:03:47+00:00
4360,6429,CVE-2024-38357,tinymce,tinymce,a9fb858509f86dacfa8b01cfd34653b408983ac0,1,-5,2024-06-14T14:16:16+00:00,2024-06-19T20:03:49+00:00
4361,6431,CVE-2024-38364,DSpace,DSpace,f1059b4340857cca3dc4c45b1ebbadce6bb61c0b,3,-29,2024-06-14T14:16:16+00:00,2024-06-25T23:45:57+00:00
4362,6439,CVE-2024-38375,fastly,js-compute-runtime,4e16641ef4e159c4a11b500ac861b8fa8d9ff5d3,4,-5,2024-06-14T14:16:16+00:00,2024-06-26T18:46:12+00:00
4367,6446,CVE-2024-38537,ethyca,fides,868c4d629760572192bd61db34f5a4458ed12005,17,-20,2024-06-18T16:37:02+00:00,2024-07-02T19:50:10+00:00
4371,6456,CVE-2024-39031,Silverpeas,Silverpeas-Core,a0289f8a6f8b6a9ebc399973093118ddb48b77d8,-4,-10,2024-06-21T00:00:00+00:00,2024-07-09T00:00:00+00:00
4376,6462,CVE-2024-39309,parse-community,parse-server,2edf1e4c0363af01e97a7fbc97694f851b7d1ff3,14,-12,2024-06-21T18:15:22+00:00,2024-07-01T21:15:26+00:00
4380,6466,CVE-2024-39460,jenkinsci,bitbucket-branch-source-plugin,ad359b3d2d8d6c114025d81abc59b3c9acb636df,0,0,2024-06-25T08:12:57+00:00,2024-06-26T17:06:27+00:00
4384,6470,CVE-2024-39690,projectcapsule,capsule,d620b0457ddec01616b8eab8512a10611611f584,30,-1,2024-06-27T18:44:13+00:00,2024-08-20T14:33:24+00:00
4386,6476,CVE-2024-39713,RocketChat,Rocket.Chat,ce072a1a70c86f90a4f502cdc0bad92d79f6e6e9,122,-50,2024-06-28T01:04:08+00:00,2024-08-05T04:26:06+00:00
4387,6477,CVE-2024-39863,apache,airflow,f18f48492dc69f392e45567580b6ddb0c070ea58,-16,-172,2024-07-01T05:11:17+00:00,2024-07-17T07:53:31+00:00
4388,6478,CVE-2024-39877,apache,airflow,8159f6e24704f5e0e3b3217cf79ecf5083dce531,8,-142,2024-07-01T16:18:42+00:00,2024-07-17T07:54:24+00:00
4391,6483,CVE-2024-39905,Cog-Creators,Red-DiscordBot,0b0b23b9717b40ed4f8715720b199417c8e89750,5,-6,2024-07-02T19:37:18+00:00,2024-07-11T15:43:34+00:00
4393,6486,CVE-2024-39918,jasonraimondi,url-to-png,e4eaeca6493b21cd515b582fd6c0af09ede54507,0,-5,2024-07-02T19:37:18+00:00,2024-07-15T19:53:20+00:00
4394,6487,CVE-2024-39919,jasonraimondi,url-to-png,f62ff40403ffa1781459d6be8d97b8035888c00c,1,-4,2024-07-02T19:37:18+00:00,2024-07-15T19:53:23+00:00
4395,6488,CVE-2024-39928,apache,linkis,82c2f4b201b746e9206bb58ef98f536fc333aa07,2,-19,2024-07-04T10:29:50+00:00,2024-09-24T07:27:55+00:00
4397,6490,CVE-2024-40094,graphql-java,graphql-java,97743bc1b5caa2b0bd894dc8e128b47e4d771e4a,-222,-247,2024-07-05T00:00:00+00:00,2024-07-30T00:00:00+00:00
4398,6491,CVE-2024-40453,squirrellyjs,squirrelly,426f930e5ca1501404cd887071e734ec5feb0bcf,-3,-3,2024-07-05T00:00:00+00:00,2024-08-21T00:00:00+00:00
4402,6498,CVE-2024-40642,netty,netty-incubator-codec-ohttp,b687a0cf6ea1030232ea204d73bce82f2698e571,6,-2,2024-07-08T16:13:15+00:00,2024-07-18T22:21:58+00:00
4408,6505,CVE-2024-41111,BishopFox,sliver,0deaee625d14c6f05f63c86e5c3b7ae623a1138f,0,-4,2024-07-15T15:53:28+00:00,2024-07-18T22:11:44+00:00
4409,6506,CVE-2024-41111,BishopFox,sliver,5016fb8d7cdff38c79e22e8293e58300f8d3bd57,-149,-153,2024-07-15T15:53:28+00:00,2024-07-18T22:11:44+00:00
4410,6507,CVE-2024-41111,BishopFox,sliver,d8ff64222dc69d931197d0bbae3fba11dbe17533,1,-3,2024-07-15T15:53:28+00:00,2024-07-18T22:11:44+00:00
4411,6508,CVE-2024-41121,woodpecker-ci,woodpecker,764329ed1dbc47c4a517ccc749e3feb34059fac8,15,-6,2024-07-15T15:53:28+00:00,2024-07-19T19:57:15+00:00
4412,6509,CVE-2024-41122,woodpecker-ci,woodpecker,8aa3e5ec82c92eca3279e4be68625111eeedf1c4,-2,-23,2024-07-15T15:53:28+00:00,2024-07-19T19:58:41+00:00
4419,6518,CVE-2024-41667,OpenIdentityPlatform,OpenAM,fcb8432aa77d5b2e147624fe954cb150c568e0b8,1,-2,2024-07-18T15:21:47+00:00,2024-07-24T17:29:58+00:00
4422,6528,CVE-2024-41909,apache,mina-sshd,315739e4e9d1dc7a4ff32ea64936982ed0b73e76,-112,-149,2024-07-23T15:14:34+00:00,2024-08-12T16:00:29+00:00
4423,6529,CVE-2024-41909,apache,mina-sshd,6b0fd46f64bcb75eeeee31d65f10242660aad7c1,-113,-150,2024-07-23T15:14:34+00:00,2024-08-12T16:00:29+00:00
4424,6530,CVE-2024-41909,apache,mina-sshd,7b2c781640a7a78a9455b86593a1f63c9e8cab92,-111,-148,2024-07-23T15:14:34+00:00,2024-08-12T16:00:29+00:00
4425,6531,CVE-2024-41937,apache,airflow,f1852c2ab28b155e196569780013fbb61a4a1f98,-22,-383,2024-07-24T08:17:37+00:00,2024-08-21T15:31:13+00:00
4426,6532,CVE-2024-41942,jupyterhub,jupyterhub,ff2db557a85b6980f90c3158634bf924063ab8ba,-2,-21,2024-07-24T16:51:40+00:00,2024-08-08T14:36:44+00:00
4428,6535,CVE-2024-41948,biscuit-auth,biscuit-java,2e05e7b3f8f2aae38f33294f19419e2d638cb564,16,0,2024-07-24T16:51:40+00:00,2024-08-01T22:03:15+00:00
4435,6544,CVE-2024-42367,aio-libs,aiohttp,ce2e9758814527589b10759a20783fb03b98339f,75,-19,2024-07-30T14:01:33+00:00,2024-08-09T17:25:22+00:00
4437,6546,CVE-2024-42369,matrix-org,matrix-js-sdk,a0efed8b881b3db6c9f2c71d6a6e74c2828978c6,23,-5,2024-07-30T14:01:33+00:00,2024-08-20T14:37:19+00:00
4444,6553,CVE-2024-42471,actions,toolkit,29885a805ef3e95a9862dcaa8431c30981960017,-43,-64,2024-08-02T14:13:04+00:00,2024-09-02T16:13:50+00:00
4445,6554,CVE-2024-42474,streamlit,streamlit,3a639859cfdfba2187c81897d44a3e33825eb0a3,-31,-51,2024-08-02T14:13:04+00:00,2024-08-12T17:01:44+00:00
4448,6560,CVE-2024-43044,jenkinsci,jenkins,5d26b53ad3a5cd8c4a060eef4f56d75e65ca17a5,-3,-5,2024-08-05T12:46:38+00:00,2024-08-07T13:27:11+00:00
4449,6561,CVE-2024-43045,jenkinsci,jenkins,3752f406bfef764e4954238acf44343169ae5799,-2,-4,2024-08-05T12:46:38+00:00,2024-08-07T13:27:12+00:00
4453,6565,CVE-2024-43202,apache,dolphinscheduler,dc306bfa1d3ed72eb7b72b177e33a46042d2a9c3,-132,-140,2024-08-07T15:30:55+00:00,2024-08-20T07:29:43+00:00
4462,6576,CVE-2024-43405,projectdiscovery,nuclei,0da993afe6d41b4b1b814e8fad23a2acba13c60a,27,-39,2024-08-12T18:02:04+00:00,2024-09-04T15:36:23+00:00
4463,6579,CVE-2024-43409,TryGhost,Ghost,dac25612520b571f58679764ecc27109e641d1db,-48,-119,2024-08-12T18:02:04+00:00,2024-08-20T15:05:04+00:00
4465,6583,CVE-2024-43787,honojs,hono,41ce840379516410dee60c783142e05bb5a22449,13,-1,2024-08-16T14:20:37+00:00,2024-08-22T14:23:44+00:00
4466,6584,CVE-2024-43788,webpack,webpack,955e057abc6cc83cbc3fa1e1ef67a49758bf5a61,10,-7,2024-08-16T14:20:37+00:00,2024-08-27T17:07:16+00:00
4475,6594,CVE-2024-45037,aws,aws-cdk,4bee768f07e73ab5fe466f9ad3d1845456a0513b,-152,-183,2024-08-21T17:53:51+00:00,2024-08-27T18:33:31+00:00
4480,6599,CVE-2024-45053,ethyca,fides,829cbd9cb5ef9c814fbac1ed6800e8d939d359c5,28,-1,2024-08-21T17:53:51+00:00,2024-09-04T16:04:03+00:00
4483,6602,CVE-2024-45244,hyperledger,fabric,155457a6624b3c74b22e5729c35c8499bfe952cd,-10,-10,2024-08-25T00:00:00+00:00,2024-08-25T00:00:00+00:00
4486,6605,CVE-2024-45314,dpgaspar,Flask-AppBuilder,3030e881d2e44f4021764e18e489fe940a9b3636,0,-1,2024-08-26T18:25:35+00:00,2024-09-04T16:08:41+00:00
4489,6609,CVE-2024-45391,tinacms,tinacms,110f1ceea4574d636a64526648f7c8bf6539b26a,4,-4,2024-08-28T20:21:32+00:00,2024-09-03T19:43:07+00:00
4494,6614,CVE-2024-45496,openshift,openshift-controller-manager,3af3628103f9ddc3b825e6e5243ec58e85311046,3,-1,2024-08-30T10:12:13+00:00,2024-09-16T23:58:59+00:00
4501,6626,CVE-2024-45812,vitejs,vite,ade1d89660e17eedfd35652165b0c26905259fad,19,-4,2024-09-09T14:23:07+00:00,2024-09-17T20:08:13+00:00
4504,6635,CVE-2024-45858,guardrails-ai,guardrails,ab12701e8c3ef41273ff9b3912f2e4e28ae8306f,45,-9,2024-09-10T15:36:55+00:00,2024-09-18T15:02:17+00:00
4511,6651,CVE-2024-47080,matrix-org,matrix-js-sdk,2fb1e659c81f75253c047832dc9dcc2beddfac5f,34,-5,2024-09-17T17:42:37+00:00,2024-10-15T14:53:01+00:00
4513,6654,CVE-2024-47178,expressjs,basic-auth-connect,bac1e6a8530e1efd0028800b9b588a37adb0d203,0,-2,2024-09-19T22:32:11+00:00,2024-09-30T15:09:59+00:00
4515,6656,CVE-2024-47183,parse-community,parse-server,13ee52f0d19ef3a3524b3d79aea100e587eb3cfc,4,-8,2024-09-19T22:32:11+00:00,2024-10-04T15:06:45+00:00
4518,6660,CVE-2024-47533,cobbler,cobbler,32c5cada013dc8daa7320a8eda9932c2814742b0,-2357,-2382,2024-09-25T21:46:10+00:00,2024-11-18T16:33:55+00:00
4519,6661,CVE-2024-47533,cobbler,cobbler,e19717623c10b29e7466ed4ab23515a94beb2dda,15,-10,2024-09-25T21:46:10+00:00,2024-11-18T16:33:55+00:00
